cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
Endothelial ACKR1	SOCS3	8.651328044771702e-36	4.124590247805341e-40	2.0991014633324285	0.91	0.646
Endothelial ACKR1	CD74	5.833234787667406e-35	2.7810416150976903e-39	1.5102105402926114	0.96	0.474
Endothelial ACKR1	HLA-C	3.2677192956520314e-34	1.5579114639580603e-38	1.2849269819370175	0.98	0.855
Endothelial ACKR1	HLA-DRB1	4.280388916724575e-34	2.0407098530272108e-38	1.4578841153763606	0.93	0.23
Endothelial ACKR1	CD34	2.6363142849618696e-33	1.2568840452738353e-37	1.4747509676198227	0.65	0.068
Endothelial ACKR1	APP	2.8019377916530035e-33	1.3358463845783092e-37	1.403599061940503	0.9	0.641
Endothelial ACKR1	NRN1	3.1267257093066365e-33	1.490691637333319e-37	1.1520837037422724	0.48	0.021
Endothelial ACKR1	SMAD1	3.2549171103262606e-33	1.5518079191066797e-37	1.2127017281666967	0.59	0.215
Endothelial ACKR1	IGFBP4	3.859097293230286e-33	1.8398556821121746e-37	1.9765685493985647	0.88	0.543
Endothelial ACKR1	CYYR1	1.4437037285770962e-32	6.8829736761720915e-37	1.2078771807533855	0.69	0.056
Endothelial ACKR1	GNG11	1.4883262733924696e-31	7.095715248593419e-36	1.3643031561574692	0.96	0.571
Endothelial ACKR1	DUSP23	3.6414910579995343e-31	1.736110158760207e-35	1.4288689464738746	0.8	0.457
Endothelial ACKR1	RPS18	4.87997382747738e-31	2.3265667830643053e-35	0.8697167396738674	1.0	0.998
Endothelial ACKR1	MEOX1	7.7859731611987915e-31	3.712025345029221e-35	0.569422633734332	0.3	0.003
Endothelial ACKR1	A2M	1.0962075525682002e-30	5.226257699967582e-35	1.8842480942235296	0.88	0.247
Endothelial ACKR1	IFI27	1.3027721700150121e-30	6.211071132371929e-35	1.4632986177272285	0.98	0.657
Endothelial ACKR1	RPS2	2.1240186107859564e-30	1.0126429610421722e-34	1.0289439031259153	1.0	0.99
Endothelial ACKR1	TGFBR2	8.091902457400424e-30	3.857879598283873e-34	1.3081060140995506	0.67	0.313
Endothelial ACKR1	SLCO2A1	8.169692095172896e-29	3.894966433932251e-33	1.1864024463687939	0.51	0.044
Endothelial ACKR1	CCDC85B	1.3804799508258374e-28	6.581549229205423e-33	1.284407032991255	0.83	0.485
Endothelial ACKR1	RPL3	1.7305713679605609e-28	8.250638226272042e-33	0.922366961011484	1.0	0.991
Endothelial ACKR1	TM4SF18	2.0042695183020627e-28	9.555516177840585e-33	1.2619420337012186	0.41	0.023
Endothelial ACKR1	TGFBR3	3.6113701046700504e-28	1.7217497519285102e-32	1.1951952418471783	0.57	0.125
Endothelial ACKR1	TIE1	4.954156238687526e-28	2.3619338444279028e-32	1.0824624295861274	0.51	0.034
Endothelial ACKR1	HES1	7.671291839695805e-28	3.6573501023579524e-32	1.8400140938818423	0.92	0.594
Endothelial ACKR1	RPL32	7.728131504555413e-28	3.684448869871472e-32	0.8250957233531899	0.99	0.997
Endothelial ACKR1	IGFBP7	3.0108416664381704e-27	1.4354429875748131e-31	1.4100186456092247	0.99	0.739
Endothelial ACKR1	GIMAP6	4.9253107667459465e-27	2.3481815336095096e-31	0.8587130968054015	0.53	0.044
Endothelial ACKR1	FLT1	8.117267264361102e-27	3.8699724740696553e-31	1.2437062351080066	0.58	0.054
Endothelial ACKR1	RPL15	1.1147448342101612e-26	5.314635681574071e-31	0.7867231714995331	1.0	0.991
Endothelial ACKR1	RPS4X	2.676979645009469e-26	1.2762715828412247e-30	0.8115221158950288	1.0	0.998
Endothelial ACKR1	CYTL1	3.488744511422705e-26	1.6632870137891325e-30	0.6955047729315574	0.32	0.011
Endothelial ACKR1	SOX18	3.664449889196856e-26	1.7470559662440313e-30	1.3022871505638163	0.5	0.05
Endothelial ACKR1	CALCRL	3.8235460501274285e-26	1.822906340942755e-30	1.5629872378463094	0.65	0.111
Endothelial ACKR1	ADCY4	3.988854636087249e-26	1.901718539254946e-30	0.8181450840104726	0.43	0.028
Endothelial ACKR1	ERG	4.017361673197139e-26	1.915309498544524e-30	1.0018834164130601	0.5	0.05
Endothelial ACKR1	PRSS23	8.413420632944851e-26	4.0111659751822886e-30	1.4614153821363343	0.73	0.242
Endothelial ACKR1	MMRN2	1.985598356835267e-25	9.466499913398175e-30	1.0929918498952245	0.6	0.044
Endothelial ACKR1	FAM107A	3.007787447927439e-25	1.433986864327742e-29	1.3448063607282459	0.66	0.143
Endothelial ACKR1	PCDH17	3.7170776814470995e-25	1.7721466896052918e-29	1.2385536315117986	0.52	0.062
Endothelial ACKR1	GPR146	6.097093588675082e-25	2.9068384212992047e-29	0.9593983366759679	0.4	0.043
Endothelial ACKR1	RPS14	1.1440767168786697e-24	5.454477792031799e-29	0.7203767656538655	1.0	0.997
Endothelial ACKR1	ROBO4	1.6643699397904627e-24	7.935017591372885e-29	0.7524130027070133	0.39	0.017
Endothelial ACKR1	SLC2A3	1.8933611263808067e-24	9.026751496451999e-29	1.6321917904209928	0.72	0.171
Endothelial ACKR1	CD320	2.1489343974073767e-24	1.0245217627687136e-28	1.1244091338931177	0.66	0.299
Endothelial ACKR1	NUAK1	2.3275868385910817e-24	1.1096957514141032e-28	1.231130894615371	0.55	0.092
Endothelial ACKR1	FAM43A	4.8236731519970164e-24	2.299724983073667e-28	1.1920549052580938	0.57	0.097
Endothelial ACKR1	PROCR	6.209164732385697e-24	2.960269240708318e-28	1.1463590795669196	0.5	0.07
Endothelial ACKR1	TCF4	6.4734100324651005e-24	3.0862503134517763e-28	1.3008972576397404	0.85	0.375
Endothelial ACKR1	ZNF521	6.719581128175428e-24	3.203614363850025e-28	0.7616722299970506	0.36	0.016
Endothelial ACKR1	SDCBP	6.945040654427655e-24	3.311104006878501e-28	1.139330779207976	0.92	0.664
Endothelial ACKR1	ABCG2	8.151606629591239e-24	3.8863440427133437e-28	0.9550441985544263	0.42	0.028
Endothelial ACKR1	TPST2	1.5879366792262216e-23	7.570615872353858e-28	1.0337795822928944	0.64	0.31
Endothelial ACKR1	RPS6	1.713461938349822e-23	8.16906764409927e-28	0.8245608019977677	0.98	0.995
Endothelial ACKR1	CCDC69	1.7666963481121372e-23	8.422866975504826e-28	0.9330055517560674	0.47	0.093
Endothelial ACKR1	ARHGAP29	3.3480417738638727e-23	1.596205851663348e-27	1.2476419292733159	0.71	0.347
Endothelial ACKR1	ADAM15	4.003711663600411e-23	1.9088017466509708e-27	1.0850264655883417	0.58	0.212
Endothelial ACKR1	PDE2A	5.562250903381907e-23	2.651847868120099e-27	0.6070818691722275	0.3	0.008
Endothelial ACKR1	JAM2	2.0960330119068826e-22	9.993006016242587e-27	0.8357769001268833	0.52	0.064
Endothelial ACKR1	APOL3	3.081476920052423e-22	1.4691189130166497e-26	0.8775985091181038	0.42	0.052
Endothelial ACKR1	OSBPL1A	3.8288821551714e-22	1.8254503719529916e-26	1.1857407236886226	0.58	0.272
Endothelial ACKR1	HHEX	5.805248194486506e-22	2.767698781638382e-26	0.9849931596271113	0.46	0.047
Endothelial ACKR1	RPL13	8.306787025120717e-22	3.960327544753619e-26	0.6803657548005084	1.0	0.998
Endothelial ACKR1	TMEM255B	8.361385270691726e-22	3.986357697588427e-26	0.7301990904454287	0.4	0.022
Endothelial ACKR1	RPL36	9.55053459119131e-22	4.553294203190135e-26	0.6315819162465504	1.0	0.996
Endothelial ACKR1	SHE	1.217228831506261e-21	5.803236383820076e-26	0.808792179273662	0.47	0.034
Endothelial ACKR1	RPL8	1.3501659757940174e-21	6.437024914393408e-26	0.7187470081339429	1.0	0.989
Endothelial ACKR1	RPS9	1.6543516516346847e-21	7.887254596589676e-26	0.7420711554585973	1.0	0.985
Endothelial ACKR1	MGST2	2.2067174684417077e-21	1.052070306766011e-25	1.2002508200913595	0.86	0.549
Endothelial ACKR1	GPM6A	2.8138730178983342e-21	1.341536599713151e-25	0.6061322363323695	0.22	0.004
Endothelial ACKR1	RASIP1	2.848407621384523e-21	1.3580012497661612e-25	0.8200418554975041	0.46	0.084
Endothelial ACKR1	RPS15A	3.1970583864233285e-21	1.5242233069956275e-25	0.7233950444341559	1.0	0.995
Endothelial ACKR1	RPL7	3.3711395151784868e-21	1.6072178856631641e-25	0.8870320024600735	1.0	0.983
Endothelial ACKR1	LHX6	5.706355492335521e-21	2.720550890267233e-25	0.2711408614283963	0.2	0.001
Endothelial ACKR1	TLL1	1.2177421176970674e-20	5.805683517030118e-25	0.34094659967281604	0.22	0.003
Endothelial ACKR1	RPS15	1.944558600065316e-20	9.270839571229158e-25	0.6505940651830304	1.0	0.994
Endothelial ACKR1	CCND3	1.9480459690733313e-20	9.287465883543892e-25	0.9395002456920696	0.57	0.178
Endothelial ACKR1	ADM5	3.29162101750875e-20	1.569306802149583e-24	0.8552761708220951	0.38	0.068
Endothelial ACKR1	RBP5	4.9296147772949834e-20	2.3502335052657847e-24	0.6831006856567655	0.28	0.012
Endothelial ACKR1	TINAGL1	9.392929255852196e-20	4.478154591586267e-24	1.2153550264736097	0.7	0.21
Endothelial ACKR1	BST2	1.0209056540514055e-19	4.8672498405311345e-24	1.2372765620233899	0.74	0.313
Endothelial ACKR1	ITM2B	1.1694584505072071e-19	5.575487249140439e-24	0.8851042570983663	1.0	0.955
Endothelial ACKR1	ADAMTSL1	1.8929277489308783e-19	9.024685334592984e-24	0.5800743701570391	0.32	0.017
Endothelial ACKR1	CD93	3.2149876398906357e-19	1.5327712228322458e-23	1.0820619986370827	0.65	0.07
Endothelial ACKR1	PTRF	3.37465921551125e-19	1.608895931113826e-23	1.0927179323175604	0.82	0.347
Endothelial ACKR1	S1PR1	4.675090885276964e-19	2.2288871920271577e-23	0.981484273848525	0.56	0.067
Endothelial ACKR1	HLA-DRA	5.44754907015344e-19	2.5971628463186842e-23	0.7500956733354758	0.85	0.25
Endothelial ACKR1	RPS27A	1.0307095177099493e-18	4.913990549272702e-23	0.6592520515616025	1.0	0.996
Endothelial ACKR1	HOXD9	1.2776123782095986e-18	6.0911198007609e-23	0.9203494584372884	0.47	0.057
Endothelial ACKR1	C10orf128	1.3127356333445303e-18	6.258572745385127e-23	0.8292952862354906	0.39	0.054
Endothelial ACKR1	RPS19	1.7999930574018255e-18	8.581611715860907e-23	0.6978381696890201	1.0	0.997
Endothelial ACKR1	BCAM	4.358706742727734e-18	2.0780485066639973e-22	1.1642049727745896	0.76	0.433
Endothelial ACKR1	NNMT	8.664188000258522e-18	4.1307213350457792e-22	1.1461201610149494	0.79	0.227
Endothelial ACKR1	HLA-DRB5	1.1522767729570504e-17	5.493572219103935e-22	1.0093795782575699	0.58	0.07
Endothelial ACKR1	HLA-A	1.6081088517726287e-17	7.66678832787904e-22	1.066565080684625	0.94	0.871
Endothelial ACKR1	F8	2.2322389295448875e-17	1.064237868674559e-21	0.885632200406927	0.37	0.034
Endothelial ACKR1	SRGN	2.7778951843858184e-17	1.3243838781338824e-21	0.8084355855905714	0.89	0.216
Endothelial ACKR1	MYCT1	2.8758843887542006e-17	1.371101019668272e-21	0.8714545499525608	0.4	0.032
Endothelial ACKR1	RPS23	4.598257894441999e-17	2.192256445502741e-21	0.6379080058884838	1.0	0.99
Endothelial ACKR1	LIMS2	6.603938074973124e-17	3.1484806078536945e-21	0.8898301222897793	0.6	0.094
Endothelial ACKR1	RPL34	6.891469575704856e-17	3.2855635641024345e-21	0.7379541950433461	1.0	1.0
Endothelial ACKR1	KDR	8.981555174784463e-17	4.282028688812616e-21	0.8882973637486078	0.48	0.034
Endothelial ACKR1	MEF2C	9.387548021415944e-17	4.475589044775182e-21	1.026434265128533	0.72	0.154
Endothelial ACKR1	RAB11A	2.0868327593497195e-16	9.949143071989127e-21	0.9571394727281843	0.84	0.619
Endothelial ACKR1	RPL10	2.3467485418564093e-16	1.1188312476073465e-20	0.6168712196001396	1.0	0.999
Endothelial ACKR1	ARPC1B	2.6257999120098444e-16	1.2518712333777567e-20	0.9584775237551879	0.82	0.601
Endothelial ACKR1	RPL9	2.651969398402254e-16	1.2643477465564978e-20	0.7130767897923294	0.99	0.981
Endothelial ACKR1	GMFG	2.7670680429039644e-16	1.3192219513248936e-20	0.9430967699218027	0.53	0.085
Endothelial ACKR1	RPLP2	3.413973046885355e-16	1.6276391165126842e-20	0.6724521863834259	1.0	0.99
Endothelial ACKR1	TACC1	4.0329504811516716e-16	1.9227415881533597e-20	1.0547849486277092	0.78	0.528
Endothelial ACKR1	MFNG	6.293138086788586e-16	3.000304213010053e-20	0.6619511936054006	0.4	0.052
Endothelial ACKR1	CPLX1	7.319482090848133e-16	3.4896219741826617e-20	0.5337786943258843	0.32	0.036
Endothelial ACKR1	HLA-DPA1	8.806263405508979e-16	4.198456927537058e-20	0.9384193605677955	0.76	0.135
Endothelial ACKR1	RPS17	1.1745955051357943e-15	5.599978570373274e-20	0.8724692270448564	0.99	0.95
Endothelial ACKR1	SMAGP	1.3047495080442514e-15	6.220498250508945e-20	0.6918254096942265	0.39	0.115
Endothelial ACKR1	SEPW1	1.3458236362095914e-15	6.416322461070758e-20	0.8565566900068977	0.94	0.791
Endothelial ACKR1	CCL23	1.6869087605992295e-15	8.042473232892632e-20	0.7914999356153315	0.18	0.005
Endothelial ACKR1	FLI1	1.780629085969508e-15	8.489292424169288e-20	0.7013127772280096	0.42	0.048
Endothelial ACKR1	RPL21	1.914740289735058e-15	9.128678377759513e-20	0.810734755569066	1.0	0.983
Endothelial ACKR1	ADIRF	2.1974232207695724e-15	1.0476391994133836e-19	0.9583175735860996	0.86	0.478
Endothelial ACKR1	CLU	2.4605202089003854e-15	1.1730728051968465e-19	1.937462820396408	0.67	0.474
Endothelial ACKR1	PALMD	2.8645248197619953e-15	1.3656852537601884e-19	1.0295204845451584	0.61	0.259
Endothelial ACKR1	MEIS2	3.4332719808497743e-15	1.6368400385457803e-19	0.9821797237643117	0.51	0.11
Endothelial ACKR1	SELP	4.040294313335369e-15	1.9262428192302113e-19	0.3353191052361586	0.17	0.002
Endothelial ACKR1	OLFM1	5.059258885282577e-15	2.412042376773577e-19	0.6705838497941411	0.37	0.039
Endothelial ACKR1	LPAR6	5.077708212102716e-15	2.4208382417653e-19	0.8471856895238439	0.56	0.169
Endothelial ACKR1	SNCG	5.438077392569659e-15	2.5926471478282046e-19	0.9529723827519044	0.5	0.063
Endothelial ACKR1	CDH5	6.638387539458286e-15	3.164904667202997e-19	0.8385370519155798	0.44	0.047
Endothelial ACKR1	EPAS1	7.159037920387546e-15	3.413128925095374e-19	0.9815483283818929	0.78	0.401
Endothelial ACKR1	SCARB1	1.0814468202703026e-14	5.155884721193338e-19	0.6088468229402818	0.34	0.067
Endothelial ACKR1	CDA	1.177325364896684e-14	5.612993396408505e-19	0.7317623780981998	0.44	0.072
Endothelial ACKR1	HRCT1	1.4261795905530908e-14	6.799425938274569e-19	0.6807323943532749	0.25	0.02
Endothelial ACKR1	ARL4A	1.4868512886795967e-14	7.08868314030797e-19	0.9943984803774022	0.72	0.457
Endothelial ACKR1	THBD	1.7151984180428478e-14	8.177346450740634e-19	1.121369792348088	0.5	0.075
Endothelial ACKR1	RPL26	2.2688145065419956e-14	1.0816755692691279e-18	0.6447596006454983	1.0	0.993
Endothelial ACKR1	ICAM2	2.530144144228601e-14	1.2062665765094641e-18	1.0327186175237124	0.49	0.065
Endothelial ACKR1	AVPR2	2.5368290851214808e-14	1.2094536758624462e-18	0.20026223159547699	0.13	0.001
Endothelial ACKR1	IFI16	2.5623304833675024e-14	1.2216116726424326e-18	1.0924576330167175	0.81	0.575
Endothelial ACKR1	NOTCH4	2.6257721315586238e-14	1.2518579888241353e-18	0.8324447655998354	0.51	0.073
Endothelial ACKR1	RPL18A	3.4135931807259496e-14	1.6274580122650534e-18	0.6367988370112103	0.99	0.995
Endothelial ACKR1	HYAL1	3.538055529205903e-14	1.6867964382388097e-18	0.38273378216894527	0.24	0.011
Endothelial ACKR1	TSC22D1	3.783601786236559e-14	1.8038625917695156e-18	1.3496041194190362	0.86	0.743
Endothelial ACKR1	ELK3	3.786286229573182e-14	1.805142421727381e-18	0.9158978232019114	0.59	0.269
Endothelial ACKR1	RPL35	5.3585321985360646e-14	2.554723336608374e-18	0.6074074186673446	0.99	0.985
Endothelial ACKR1	MARCKSL1	5.393679171538073e-14	2.5714799387547428e-18	0.9073552081319727	0.84	0.549
Endothelial ACKR1	PRKCH	5.967310412972906e-14	2.844963248139645e-18	0.6859276547178503	0.46	0.157
Endothelial ACKR1	SPTBN1	7.070682197245266e-14	3.371004623239698e-18	1.0318698746756663	0.75	0.512
Endothelial ACKR1	RHOJ	7.693666962907141e-14	3.6680176223633566e-18	0.6373858148273144	0.4	0.045
Endothelial ACKR1	STOM	1.1278003459735951e-13	5.376878884260287e-18	0.9803420504746994	0.77	0.349
Endothelial ACKR1	ABI3	1.3570903107967502e-13	6.470037238601908e-18	0.6323640464798049	0.35	0.044
Endothelial ACKR1	RPS3	1.4126940107628572e-13	6.735132351670355e-18	0.671680618917768	0.99	0.99
Endothelial ACKR1	ABCB1	1.841564847378683e-13	8.779808569147476e-18	0.8522536871042363	0.39	0.041
Endothelial ACKR1	GBP4	1.8492677446871632e-13	8.816532751786237e-18	0.816744468091304	0.39	0.073
Endothelial ACKR1	THSD1	2.0614688520827832e-13	9.828218603493603e-18	0.43499342392549084	0.24	0.02
Endothelial ACKR1	TMEM70	2.3199136332560565e-13	1.1060374890374525e-17	1.2597057473746496	0.51	0.279
Endothelial ACKR1	TCN2	2.799634348034024e-13	1.334748199301084e-17	0.6911239056403347	0.42	0.137
Endothelial ACKR1	PLAT	3.3767896804291e-13	1.6099116474036233e-17	1.0358274398489196	0.47	0.143
Endothelial ACKR1	AP1S2	4.07076066724319e-13	1.9407678985664793e-17	0.9138070741123778	0.76	0.434
Endothelial ACKR1	CLEC2B	5.417746522453534e-13	2.5829542419325548e-17	0.9026379512062331	0.65	0.194
Endothelial ACKR1	PSMB9	5.450073737589872e-13	2.5983665018306896e-17	0.765221199665881	0.68	0.368
Endothelial ACKR1	RPL41	1.0996339886336192e-12	5.242593509576254e-17	0.6071707114418006	1.0	0.996
Endothelial ACKR1	TSPAN13	1.2136735268978543e-12	5.78628618306486e-17	1.1808104692669064	0.49	0.325
Endothelial ACKR1	RPS5	1.347075776634412e-12	6.422292141284444e-17	0.684078710876439	0.98	0.966
Endothelial ACKR1	HSPG2	1.3895145980262475e-12	6.624622636597127e-17	1.1565148681964115	0.65	0.322
Endothelial ACKR1	EEF1A1	1.5247129248532356e-12	7.269191536844985e-17	0.5252187554487984	1.0	0.998
Endothelial ACKR1	TEK	1.92410281939737e-12	9.173314991167436e-17	0.6512731096622667	0.32	0.041
Endothelial ACKR1	NRGN	2.148762881987103e-12	1.0244399914122063e-16	0.5964452777776114	0.37	0.069
Endothelial ACKR1	RPL19	2.345954239116866e-12	1.1184525573858717e-16	0.566196537828791	1.0	0.984
Endothelial ACKR1	RPS13	2.3664513338092597e-12	1.1282247121855827e-16	0.5698159839824788	0.99	0.985
Endothelial ACKR1	CLIC2	2.4926320700128098e-12	1.1883823933314945e-16	0.5720678750350955	0.38	0.043
Endothelial ACKR1	TIAM1	2.955451338039233e-12	1.409035202879253e-16	0.6979253050209554	0.41	0.155
Endothelial ACKR1	ADGRF5	2.9687849290398308e-12	1.415392099661421e-16	0.8473272972509545	0.46	0.05
Endothelial ACKR1	HSPA12B	3.670739632135186e-12	1.7500546517926986e-16	0.6264868638901623	0.32	0.037
Endothelial ACKR1	RPL11	4.222758434612783e-12	2.0132340570263566e-16	0.5313065469178682	1.0	0.99
Endothelial ACKR1	HEG1	9.534547300949855e-12	4.545672133945104e-16	0.8198283361571185	0.5	0.11
Endothelial ACKR1	BTG1	9.953041739968083e-12	4.745192724657012e-16	0.9421348946163914	0.95	0.847
Endothelial ACKR1	VWA1	9.964155133604968e-12	4.750491124483894e-16	0.8455869971432703	0.42	0.203
Endothelial ACKR1	FZD4	1.0796172561331621e-11	5.147162126975744e-16	0.5324375967347147	0.32	0.032
Endothelial ACKR1	LY6E	1.131455315609455e-11	5.394304246052228e-16	0.87333640732459	0.78	0.409
Endothelial ACKR1	NR5A2	1.6321993564658416e-11	7.781641747155383e-16	0.6447637828483584	0.27	0.022
Endothelial ACKR1	S100A16	2.319712304067329e-11	1.1059415037269744e-15	0.9857875326405059	0.71	0.509
Endothelial ACKR1	ENTPD1	2.4652046702145864e-11	1.1753061598162509e-15	0.7229644584929449	0.42	0.071
Endothelial ACKR1	ANXA2R	2.986536819739777e-11	1.4238554563717649e-15	0.5471337225718989	0.35	0.039
Endothelial ACKR1	RUNDC3B	3.167754024105259e-11	1.5102522164983356e-15	0.764716980559552	0.29	0.054
Endothelial ACKR1	CD79B	4.289835528640518e-11	2.0452136012588884e-15	0.44158255643984573	0.26	0.017
Endothelial ACKR1	EMP2	4.603535670871522e-11	2.1947726678767685e-15	0.8384343756659727	0.7	0.433
Endothelial ACKR1	SEMA6A	5.824752037164917e-11	2.7769973955494243e-15	0.5267496536727099	0.3	0.103
Endothelial ACKR1	C4orf32	6.5349276298541e-11	3.1155793229340164e-15	0.6883529448828666	0.42	0.108
Endothelial ACKR1	POSTN	6.589253925431615e-11	3.1414798214215088e-15	1.0355562763015165	0.25	0.034
Endothelial ACKR1	ICAM1	6.856028999663737e-11	3.268666984345048e-15	1.152805183789007	0.54	0.241
Endothelial ACKR1	RPL27	6.879320987747069e-11	3.2797716270546215e-15	0.6565515890180538	0.98	0.952
